station,Nukunonu,Nukunonu,Nukunonu
tercile,Below,Normal,Above
step,,,
"January
2026",35,46,19
"February
2026",48,33,19
"March
2026",62,25,13
"April
2026",53,33,14
"May
2026",54,29,17
"June
2026",52,32,16
